cycle_countBattery_health,SOH
157.861797,97.77190155
157.861797,97.66754378
157.861797,97.56318602
157.861797,97.45882826
157.861797,97.35447049
157.861797,97.25011273
157.861797,97.14575497
157.861797,97.04139721
157.861797,96.93703944
157.861797,96.83268168
157.861797,96.72832392
157.861797,96.62396616
162.0283038,98.60676365
162.0283038,98.50240589
162.0283038,98.39804812
162.0283038,98.29369036
162.0283038,98.1893326
162.0283038,98.08497483
162.0283038,97.98061707
162.0283038,97.87625931
162.0283038,97.77190155
162.0283038,97.66754378
162.0283038,97.56318602
162.0283038,97.45882826
162.0283038,97.35447049
162.0283038,97.25011273
162.0283038,97.14575497
162.0283038,97.04139721
162.0283038,96.93703944
162.0283038,96.83268168
162.0283038,96.72832392
162.0283038,96.62396616
166.1948106,98.71112141
166.1948106,98.60676365
166.1948106,98.50240589
166.1948106,98.39804812
166.1948106,98.29369036
166.1948106,98.1893326
166.1948106,98.08497483
166.1948106,97.98061707
166.1948106,97.87625931
166.1948106,97.77190155
166.1948106,97.66754378
166.1948106,97.56318602
166.1948106,97.45882826
166.1948106,97.35447049
166.1948106,97.25011273
166.1948106,97.14575497
166.1948106,97.04139721
166.1948106,96.93703944
166.1948106,96.83268168
166.1948106,96.72832392
166.1948106,96.62396616
170.3613174,98.81547917
170.3613174,98.71112141
170.3613174,98.60676365
170.3613174,98.50240589
170.3613174,98.39804812
170.3613174,98.29369036
170.3613174,98.1893326
170.3613174,98.08497483
170.3613174,97.98061707
170.3613174,97.87625931
170.3613174,97.77190155
170.3613174,97.66754378
170.3613174,97.56318602
170.3613174,97.45882826
170.3613174,97.35447049
170.3613174,97.25011273
170.3613174,97.14575497
170.3613174,97.04139721
170.3613174,96.93703944
170.3613174,96.83268168
170.3613174,96.72832392
174.5278242,98.81547917
174.5278242,98.71112141
174.5278242,98.60676365
174.5278242,98.50240589
174.5278242,98.39804812
174.5278242,98.29369036
174.5278242,98.1893326
174.5278242,98.08497483
174.5278242,97.98061707
174.5278242,97.87625931
174.5278242,97.77190155
174.5278242,97.66754378
174.5278242,97.56318602
174.5278242,97.45882826
174.5278242,97.35447049
174.5278242,97.25011273
174.5278242,97.14575497
174.5278242,97.04139721
174.5278242,96.93703944
174.5278242,96.83268168
178.694331,98.71112141
178.694331,98.60676365
178.694331,98.50240589
178.694331,98.39804812
178.694331,98.29369036
178.694331,98.1893326
178.694331,98.08497483
178.694331,97.98061707
178.694331,97.87625931
178.694331,97.77190155
178.694331,97.66754378
178.694331,97.56318602
178.694331,97.45882826
178.694331,97.35447049
178.694331,97.25011273
178.694331,97.14575497
178.694331,97.04139721
178.694331,96.93703944
178.694331,96.83268168
182.8608378,98.71112141
182.8608378,98.60676365
182.8608378,98.50240589
182.8608378,98.39804812
182.8608378,98.29369036
182.8608378,98.1893326
182.8608378,98.08497483
182.8608378,97.98061707
182.8608378,97.87625931
182.8608378,97.77190155
182.8608378,97.66754378
182.8608378,97.56318602
182.8608378,97.45882826
182.8608378,97.35447049
182.8608378,97.25011273
182.8608378,97.14575497
182.8608378,97.04139721
182.8608378,96.93703944
182.8608378,96.83268168
182.8608378,96.72832392
187.0273446,98.60676365
187.0273446,98.50240589
187.0273446,98.39804812
187.0273446,98.29369036
187.0273446,98.1893326
187.0273446,98.08497483
187.0273446,97.98061707
187.0273446,97.87625931
187.0273446,97.77190155
187.0273446,97.66754378
187.0273446,97.56318602
187.0273446,97.45882826
187.0273446,97.35447049
187.0273446,97.25011273
187.0273446,97.14575497
187.0273446,97.04139721
187.0273446,96.93703944
187.0273446,96.83268168
187.0273446,96.72832392
191.1938514,98.60676365
191.1938514,98.50240589
191.1938514,98.39804812
191.1938514,98.29369036
191.1938514,98.1893326
191.1938514,98.08497483
191.1938514,97.98061707
191.1938514,97.87625931
191.1938514,97.77190155
191.1938514,97.66754378
191.1938514,97.56318602
191.1938514,97.45882826
191.1938514,97.35447049
191.1938514,97.25011273
191.1938514,97.14575497
191.1938514,97.04139721
191.1938514,96.93703944
191.1938514,96.83268168
191.1938514,96.72832392
195.3603582,98.71112141
195.3603582,98.60676365
195.3603582,98.50240589
195.3603582,98.39804812
195.3603582,98.29369036
195.3603582,98.1893326
195.3603582,98.08497483
195.3603582,97.98061707
195.3603582,97.87625931
195.3603582,97.77190155
195.3603582,97.66754378
195.3603582,97.56318602
195.3603582,97.45882826
195.3603582,97.35447049
195.3603582,97.25011273
195.3603582,97.14575497
195.3603582,97.04139721
195.3603582,96.93703944
195.3603582,96.83268168
199.526865,98.60676365
199.526865,98.50240589
199.526865,98.39804812
199.526865,98.29369036
199.526865,98.1893326
199.526865,98.08497483
199.526865,97.98061707
199.526865,97.87625931
199.526865,97.77190155
199.526865,97.66754378
199.526865,97.56318602
199.526865,97.45882826
199.526865,97.35447049
199.526865,97.25011273
199.526865,97.14575497
199.526865,97.04139721
199.526865,96.93703944
199.526865,96.83268168
199.526865,96.72832392
203.6933718,98.50240589
203.6933718,98.39804812
203.6933718,98.29369036
203.6933718,98.1893326
203.6933718,98.08497483
203.6933718,97.98061707
203.6933718,97.87625931
203.6933718,97.77190155
203.6933718,97.66754378
203.6933718,97.56318602
203.6933718,97.45882826
203.6933718,97.35447049
203.6933718,97.25011273
203.6933718,97.14575497
203.6933718,97.04139721
203.6933718,96.93703944
203.6933718,96.83268168
203.6933718,96.72832392
203.6933718,96.62396616
207.8598786,98.50240589
207.8598786,98.39804812
207.8598786,98.29369036
207.8598786,98.1893326
207.8598786,98.08497483
207.8598786,97.98061707
207.8598786,97.87625931
207.8598786,97.77190155
207.8598786,97.66754378
207.8598786,97.56318602
207.8598786,97.45882826
207.8598786,97.35447049
207.8598786,97.25011273
207.8598786,97.14575497
207.8598786,97.04139721
207.8598786,96.93703944
207.8598786,96.83268168
207.8598786,96.72832392
207.8598786,96.62396616
212.0263854,98.50240589
212.0263854,98.39804812
212.0263854,98.29369036
212.0263854,98.1893326
212.0263854,98.08497483
212.0263854,97.98061707
212.0263854,97.87625931
212.0263854,97.77190155
212.0263854,97.66754378
212.0263854,97.56318602
212.0263854,97.45882826
212.0263854,97.35447049
212.0263854,97.25011273
212.0263854,97.14575497
212.0263854,97.04139721
212.0263854,96.93703944
212.0263854,96.83268168
212.0263854,96.72832392
212.0263854,96.62396616
216.1928922,98.50240589
216.1928922,98.39804812
